scheme	sampling_unit_code	code_watersurfaces	type_target	grts_ranking	grts_ranking_draw	source_samplingunit
HQ3130	LIMHVL0124_3130_aom	LIMHVL0124	3130_aom	65842870	65842870	original sample frame
HQ3130	LIMHVL0137_3130_aom	LIMHVL0137	3130_aom	41624246	41624246	original sample frame
HQ3130	LIMHVL0140_3130_aom	LIMHVL0140	3130_aom	26898102	26898102	original sample frame
HQ3130	LIMHVL0142_3130_aom	LIMHVL0142	3130_aom	51998390	51998390	original sample frame
HQ3130	LIMHVL0143_3130_na	LIMHVL0143	3130_na	28648118	28648118	original sample frame
HQ3130	LIMHVL0150_3130_aom	LIMHVL0150	3130_aom	52522678	52522678	watersurfaces_hab_v4
HQ3130	LIMHVL0192_3130_aom	LIMHVL0192	3130_aom	53644982	53644982	original sample frame
HQ3130	LIMHVL0192_3130_na	LIMHVL0192	3130_na	53644982	53644982	watersurfaces_hab_v4
HQ3130	LIMHVL0199_3130_aom	LIMHVL0199	3130_aom	16458422	16458422	original sample frame
HQ3130	LIMHVL0239_3130_aom	LIMHVL0239	3130_aom	61444790	61444790	original sample frame
HQ3130	LIMHVL0239_3130_na	LIMHVL0239	3130_na	61444790	61444790	original sample frame
HQ3130	LIMHVL0248_3130_na	LIMHVL0248	3130_na	33386166	33386166	original sample frame
HQ3130	LIMHVL0463_3130_aom	LIMHVL0463	3130_aom	2510518	2510518	watersurfaces_hab_v4
HQ3130	LIMHVL0463_3130_na	LIMHVL0463	3130_na	2510518	2510518	watersurfaces_hab_v4
HQ3130	LIMKIN0001_3130	LIMKIN0001	3130	66334866	66334866	watersurfaces_hab_v4
HQ3130	LIMKIN0026_3130_aom	LIMKIN0026	3130_aom	8278162	8278162	watersurfaces_hab_v4
HQ3130	LIMKIN0100_3130_na	LIMKIN0100	3130_na	48443794	48443794	watersurfaces_hab_v4
HQ3130	LIMKIN0148_3130	LIMKIN0148	3130	56424850	56424850	watersurfaces_hab_v4
HQ3130	LIMKIN0148_3130_aom	LIMKIN0148	3130_aom	56424850	56424850	watersurfaces_hab_v4
HQ3130	LIMKIN0192_3130_aom	LIMKIN0192	3130_aom	48089490	48089490	watersurfaces_hab_v4
HQ3130	LIMKIN0193_3130_aom	LIMKIN0193	3130_aom	25317522	25317522	watersurfaces_hab_v4
HQ3130	LIMKIN0217_3130_na	LIMKIN0217	3130_na	57016722	57016722	watersurfaces_hab_v4
HQ3130	LIMKRS0347_3130_na	LIMKRS0347	3130_na	35236914	35236914	watersurfaces_hab_v4
HQ3130	LIMLNK0027_3130	LIMLNK0027	3130	28100594	28100594	watersurfaces_hab_v4
HQ3130	LIMLNK0027_3130_aom	LIMLNK0027	3130_aom	28100594	28100594	watersurfaces_hab_v4
HQ3130	LIMLNK0035_3130_aom	LIMLNK0035	3130_aom	28515314	28515314	watersurfaces_hab_v4
HQ3130	LIMLNK0039_3130_aom	LIMLNK0039	3130_aom	47249394	47249394	original sample frame
HQ3130	LIMLNK0055_3130_aom	LIMLNK0055	3130_aom	63953906	63953906	original sample frame
HQ3130	LIMLNK0076_3130_aom	LIMLNK0076	3130_aom	59832306	59832306	original sample frame
HQ3130	LIMLNK0083_3130_aom	LIMLNK0083	3130_aom	37812210	37812210	original sample frame
HQ3130	LIMLNK0086_3130_aom	LIMLNK0086	3130_aom	18488306	18488306	assessments monitoring cycle 1
HQ3130	LIMLNK0089_3130_aom	LIMLNK0089	3130_aom	21034994	21034994	original sample frame
HQ3130	LIMLNK0104_3130_aom	LIMLNK0104	3130_aom	60880882	60880882	original sample frame
HQ3130	LIMLNK0105_3130_aom	LIMLNK0105	3130_aom	19291122	19291122	original sample frame
HQ3130	LIMLNK0116_3130_aom	LIMLNK0116	3130_aom	49068018	49068018	watersurfaces_hab_v4
HQ3130	LIMLNK0117_3130_aom	LIMLNK0117	3130_aom	30088178	30088178	watersurfaces_hab_v4
HQ3130	LIMLNK0118_3130_aom	LIMLNK0118	3130_aom	728050	728050	watersurfaces_hab_v4
HQ3130	LIMLNK0166_3130_aom	LIMLNK0166	3130_aom	39902194	39902194	watersurfaces_hab_v4
HQ3130	LIMLNK0168_3130_aom	LIMLNK0168	3130_aom	24435698	24435698	watersurfaces_hab_v4
HQ3130	LIMLNK0237_3130_aom	LIMLNK0237	3130_aom	3234802	3234802	original sample frame
HQ3130	LIMLNK0237_3130_na	LIMLNK0237	3130_na	3234802	3234802	assessments monitoring cycle 1
HQ3130	LIMLNK0245_3130_aom	LIMLNK0245	3130_aom	46619634	46619634	watersurfaces_hab_v4
HQ3130	LIMLOM0030_3130_aom	LIMLOM0030	3130_aom	36671862	36671862	original sample frame
HQ3130	LIMLOM0113_3130_aom	LIMLOM0113	3130_aom	48564598	48564598	watersurfaces_hab_v4
HQ3130	LIMLOM0154_3130_aom	LIMLOM0154	3130_aom	50126454	50126454	original sample frame
HQ3130	LIMLOM0176_3130_aom	LIMLOM0176	3130_aom	54320758	54320758	original sample frame
HQ3130	LIMLOM0211_3130_aom	LIMLOM0211	3130_aom	12831350	12831350	assessments monitoring cycle 1
HQ3130	LIMLOM0233_3130_aom	LIMLOM0233	3130_aom	43345170	43345170	original sample frame
HQ3130	LIMLOM0234_3130_aom	LIMLOM0234	3130_aom	52126994	5334290	original sample frame
HQ3130	LIMLOM0235_3130_aom	LIMLOM0235	3130_aom	21268754	21268754	original sample frame
HQ3130	LIMLOM0239_3130_aom	LIMLOM0239	3130_aom	2918674	2918674	original sample frame
HQ3130	LIMLOM0467_3130_na	LIMLOM0467	3130_na	63956342	63424201	original sample frame
HQ3130	LIMLOM0475_3130_aom	LIMLOM0475	3130_aom	40200566	40200566	assessments monitoring cycle 1
HQ3130	LIMLOM0475_3130_na	LIMLOM0475	3130_na	40200566	40200566	original sample frame
HQ3130	LIMLOM0478_3130_aom	LIMLOM0478	3130_aom	45932150	45932150	original sample frame
HQ3130	LIMLOM0566_3130_na	LIMLOM0566	3130_na	15534454	15534454	watersurfaces_hab_v4
HQ3130	LIMLUM0041_3130_aom	LIMLUM0041	3130_aom	42707942	42707942	original sample frame
HQ3130	LIMLUM0047_3130_na	LIMLUM0047	3130_na	63286246	63286246	watersurfaces_hab_v4
HQ3130	LIMLUM0082_3130_na	LIMLUM0082	3130_na	53776358	53776358	watersurfaces_hab_v4
HQ3130	LIMLUM0103_3130_aom	LIMLUM0103	3130_aom	29708726	50680246	original sample frame
HQ3130	LIMLUM0121_3130_aom	LIMLUM0121	3130_aom	27552742	27552742	original sample frame
HQ3130	LIMLUM0124_3130_aom	LIMLUM0124	3130_aom	8421814	8421814	original sample frame
HQ3130	LIMLUM0143_3130_aom	LIMLUM0143	3130_aom	16077238	16077238	original sample frame
HQ3130	LIMLUM0233_3130_aom	LIMLUM0233	3130_aom	49902262	49902262	original sample frame
HQ3130	LIMLUM0300_3130_aom	LIMLUM0300	3130_aom	58290870	58290870	original sample frame
HQ3130	LIMLUM0350_3130_aom	LIMLUM0350	3130_aom	7373238	50680246	original sample frame
HQ3130	LIMLUM0401_3130_aom	LIMLUM0401	3130_aom	51728822	51728822	assessments monitoring cycle 1
HQ3130	LIMLUM0414_3130_na	LIMLUM0414	3130_na	13996006	13996006	watersurfaces_hab_v4
HQ3130	LIMMGR0007_3130_aom	LIMMGR0007	3130_aom	28449746	28449746	watersurfaces_hab_v4
HQ3130	LIMMGR0011_3130_aom	LIMMGR0011	3130_aom	54176722	54176722	assessments monitoring cycle 1
HQ3130	LIMMGR0011_3130_na	LIMMGR0011	3130_na	54176722	54176722	assessments monitoring cycle 1
HQ3130	LIMMGR0017_3130_aom	LIMMGR0017	3130_aom	32559058	32559058	original sample frame
HQ3130	LIMMGR0267_3130_aom	LIMMGR0267	3130_aom	11774930	11774930	watersurfaces_hab_v4
HQ3130	LIMMGR0271_3130_aom	LIMMGR0271	3130_aom	52931538	52931538	watersurfaces_hab_v4
HQ3130	LIMMGR0346_3130_na	LIMMGR0346	3130_na	35082066	35082066	watersurfaces_hab_v4
HQ3130	LIMMGR0371_3130_aom	LIMMGR0371	3130_aom	47095762	47095762	original sample frame
HQ3130	LIMMGR0376_3130_aom	LIMMGR0376	3130_aom	57945042	4205522	assessments monitoring cycle 1
HQ3130	LIMMSK0003_3130_aom	LIMMSK0003	3130_aom	41973586	41973586	watersurfaces_hab_v4
HQ3130	LIMMSK0003_3130_na	LIMMSK0003	3130_na	41973586	41973586	watersurfaces_hab_v4
HQ3130	LIMMSK0007_3130_aom	LIMMSK0007	3130_aom	29026130	29026130	original sample frame
HQ3130	LIMMSK0007_3130_na	LIMMSK0007	3130_na	29026130	29026130	assessments monitoring cycle 1
HQ3130	LIMMSK0035_3130_aom	LIMMSK0035	3130_aom	2406994	2406994	watersurfaces_hab_v4
HQ3130	LIMMSK0080_3130_aom	LIMMSK0080	3130_aom	13559634	13559634	original sample frame
HQ3130	LIMMSK0100_3130_aom	LIMMSK0100	3130_aom	51373906	51373906	watersurfaces_hab_v4
HQ3130	LIMMSK0100_3130_na	LIMMSK0100	3130_na	51373906	51373906	watersurfaces_hab_v4
HQ3130	LIMMSK0113_3130_aom	LIMMSK0113	3130_aom	40155730	40155730	watersurfaces_hab_v4
HQ3130	LIMMSK0117_3130_aom	LIMMSK0117	3130_aom	32184146	32184146	watersurfaces_hab_v4
HQ3130	LIMMSK0134_3130_na	LIMMSK0134	3130_na	8578898	8578898	assessments monitoring cycle 1
HQ3130	LIMMSK0163_3130_aom	LIMMSK0163	3130_aom	8751506	8751506	watersurfaces_hab_v4
HQ3130	LIMMSK0164_3130_aom	LIMMSK0164	3130_aom	37303442	37303442	watersurfaces_hab_v4
HQ3130	LIMMSK0180_3130_aom	LIMMSK0180	3130_aom	26315154	26315154	watersurfaces_hab_v4
HQ3130	LIMMSK0341_3130_na	LIMMSK0341	3130_na	59295826	59295826	watersurfaces_hab_v4
HQ3130	LIMMSK0353_3130_aom	LIMMSK0353	3130_aom	44201810	44201810	original sample frame
HQ3130	LIMMSK0353_3130_na	LIMMSK0353	3130_na	44201810	44201810	assessments monitoring cycle 1
HQ3130	LIMMSK0424_3130_aom	LIMMSK0424	3130_aom	41759890	41759890	watersurfaces_hab_v4
HQ3130	LIMMSK0427_3130_aom	LIMMSK0427	3130_aom	41519506	41519506	watersurfaces_hab_v4
HQ3130	LIMMSK0444_3130_aom	LIMMSK0444	3130_aom	529234	529234	watersurfaces_hab_v4
HQ3130	LIMMSK0466_3130_aom	LIMMSK0466	3130_aom	45954194	45954194	watersurfaces_hab_v4
HQ3130	LIMMSM0016_3130_aom	LIMMSM0016	3130_aom	47498226	47498226	watersurfaces_hab_v4
HQ3130	LIMMSM0026_3130_aom	LIMMSM0026	3130_aom	22619730	22619730	original sample frame
HQ3130	LIMMSM0026_3130_na	LIMMSM0026	3130_na	22619730	22619730	assessments monitoring cycle 1
HQ3130	LIMMSM0167_3130_aom	LIMMSM0167	3130_aom	54423538	54423538	original sample frame
HQ3130	LIMMSM0245_3130_aom	LIMMSM0245	3130_aom	17810418	17810418	watersurfaces_hab_v4
HQ3130	LIMNEE0125_3130_aom	LIMNEE0125	3130_aom	10995986	10995986	original sample frame
HQ3130	LIMNEE0167_3130_aom	LIMNEE0167	3130_aom	552466	552466	original sample frame
HQ3130	LIMNEE0172_3130_aom	LIMNEE0172	3130_aom	25718290	25718290	original sample frame
HQ3130	LIMNEE0176_3130_aom	LIMNEE0176	3130_aom	40847634	40847634	original sample frame
HQ3130	LIMNEE0180_3130_aom	LIMNEE0180	3130_aom	46811410	46811410	original sample frame
HQ3130	LIMNEE0181_3130_aom	LIMNEE0181	3130_aom	49727762	49727762	original sample frame
HQ3130	LIMNEE0184_3130_aom	LIMNEE0184	3130_aom	60262674	60262674	watersurfaces_hab_v4
HQ3130	LIMNEE0254_3130_aom	LIMNEE0254	3130_aom	26652690	26652690	watersurfaces_hab_v4
HQ3130	LIMNEE0321_3130_aom	LIMNEE0321	3130_aom	51441170	51441170	watersurfaces_hab_v4
HQ3130	LIMOPG0074_3130_aom	LIMOPG0074	3130_aom	18164306	18164306	watersurfaces_hab_v4
HQ3130	LIMOPG0076_3130_aom	LIMOPG0076	3130_aom	42281554	42281554	watersurfaces_hab_v4
HQ3130	LIMOPG0081_3130_aom	LIMOPG0081	3130_aom	30747218	30747218	watersurfaces_hab_v4
HQ3130	LIMOPG0100_3130_aom	LIMOPG0100	3130_aom	13822546	13822546	watersurfaces_hab_v4
HQ3130	LIMOPG0121_3130_aom	LIMOPG0121	3130_aom	51755602	51755602	watersurfaces_hab_v4
HQ3130	LIMOPG0122_3130_aom	LIMOPG0122	3130_aom	16169554	16169554	watersurfaces_hab_v4
HQ3130	LIMOPG0156_3130_aom	LIMOPG0156	3130_aom	52611666	52611666	watersurfaces_hab_v4
HQ3130	LIMOPG0460_3130_aom	LIMOPG0460	3130_aom	33499730	33499730	watersurfaces_hab_v4
HQ3130	LIMPEE0011_3130_aom	LIMPEE0011	3130_aom	54006546	54006546	watersurfaces_hab_v4
HQ3130	LIMPEE0086_3130_aom	LIMPEE0086	3130_aom	30791890	30791890	watersurfaces_hab_v4
HQ3130	LIMPEE0200_3130_aom	LIMPEE0200	3130_aom	38525138	38525138	watersurfaces_hab_v4
HQ3130	LIMPEE0582_3130_aom	LIMPEE0582	3130_aom	18471122	18471122	watersurfaces_hab_v4
HQ3130	LIMPEE0587_3130_aom	LIMPEE0587	3130_aom	53258450	53258450	watersurfaces_hab_v4
HQ3130	LIMPEE0593_3130_aom	LIMPEE0593	3130_aom	41182226	41182226	watersurfaces_hab_v4
HQ3130	LIMPEE0608_3130_aom	LIMPEE0608	3130_aom	23938834	23938834	watersurfaces_hab_v4
HQ3130	LIMTES0079_3130_aom	LIMTES0079	3130_aom	58022198	58022198	original sample frame
HQ3130	LIMTES0125_3130_aom	LIMTES0125	3130_aom	54751286	54751286	original sample frame
HQ3130	LIMTES0127_3130_aom	LIMTES0127	3130_aom	13791286	13791286	original sample frame
HQ3130	LIMTES0166_3130_aom	LIMTES0166	3130_aom	49508406	49508406	original sample frame
HQ3130	LIMTES0212_3130_aom	LIMTES0212	3130_aom	37351478	37351478	original sample frame
HQ3130	LIMTES0245_3130_aom	LIMTES0245	3130_aom	28512310	28512310	original sample frame
HQ3130	LIMTES0480_3130_aom	LIMTES0480	3130_aom	54464566	54464566	original sample frame
HQ3130	LIMZNH0003_3130_na	LIMZNH0003	3130_na	50515638	50515638	original sample frame
HQ3130	LIMZNH0006_3130_na	LIMZNH0006	3130_na	11718326	11718326	original sample frame
HQ3130	LIMZNH0009_3130_na	LIMZNH0009	3130_na	10182326	10182326	original sample frame
HQ3130	LIMZNH0010_3130_na	LIMZNH0010	3130_na	32218806	32218806	original sample frame
HQ3130	LIMZNH0012_3130_aom	LIMZNH0012	3130_aom	30252726	30252726	watersurfaces_hab_v4
HQ3130	LIMZNH0012_3130_na	LIMZNH0012	3130_na	30252726	30252726	watersurfaces_hab_v4
HQ3130	LIMZNH0018_3130_aom	LIMZNH0018	3130_aom	61148902	61148902	original sample frame
HQ3130	LIMZNH0018_3130_na	LIMZNH0018	3130_na	61148902	61148902	watersurfaces_hab_v4
HQ3130	LIMZNH0020_3130_na	LIMZNH0020	3130_na	8953526	8953526	original sample frame
HQ3130	LIMZNH0022_3130_na	LIMZNH0022	3130_na	39411382	39411382	original sample frame
HQ3130	LIMZNH0024_3130_na	LIMZNH0024	3130_na	9002678	9002678	original sample frame
HQ3130	LIMZNH0026_3130_na	LIMZNH0026	3130_na	8572598	8572598	original sample frame
HQ3130	LIMZNH0029_3130_aom	LIMZNH0029	3130_aom	60923574	60923574	original sample frame
HQ3130	LIMZNH0036_3130_na	LIMZNH0036	3130_na	53124790	53124790	assessments monitoring cycle 1
HQ3130	LIMZNH0038_3130_na	LIMZNH0038	3130_na	54894262	54894262	original sample frame
HQ3130	LIMZNH0043_3130_na	LIMZNH0043	3130_na	2150070	2150070	original sample frame
HQ3130	LIMZNH0044_3130_na	LIMZNH0044	3130_na	51011254	51011254	watersurfaces_hab_v4
HQ3130	LIMZNH0048_3130_na	LIMZNH0048	3130_na	46911158	46911158	original sample frame
HQ3130	LIMZNH0056_3130_na	LIMZNH0056	3130_na	29544118	29544118	original sample frame
HQ3130	LIMZNH0057_3130_na	LIMZNH0057	3130_na	4546230	4546230	original sample frame
HQ3130	LIMZNH0059_3130_na	LIMZNH0059	3130_na	47799990	47799990	original sample frame
HQ3130	LIMZNH0065_3130_aom	LIMZNH0065	3130_aom	28679862	28679862	assessments monitoring cycle 1
HQ3130	LIMZNH0065_3130_na	LIMZNH0065	3130_na	28679862	28679862	assessments monitoring cycle 1
HQ3130	LIMZNH0066_3130_na	LIMZNH0066	3130_na	44654262	44654262	original sample frame
HQ3130	LIMZNH0068_3130_na	LIMZNH0068	3130_na	48586422	48586422	original sample frame
HQ3130	LIMZNH0077_3130_na	LIMZNH0077	3130_na	48144054	48144054	original sample frame
HQ3130	LIMZNH0079_3130_na	LIMZNH0079	3130_na	5594806	5594806	original sample frame
HQ3130	LIMZNH0084_3130_aom	LIMZNH0084	3130_aom	29318838	29318838	original sample frame
HQ3130	LIMZNH0084_3130_na	LIMZNH0084	3130_na	29318838	29318838	original sample frame
HQ3130	LIMZNH0085_3130_na	LIMZNH0085	3130_na	41066166	41066166	original sample frame
HQ3130	LIMZNH0087_3130_na	LIMZNH0087	3130_na	53255862	53255862	original sample frame
HQ3130	LIMZNH0091_3130_na	LIMZNH0091	3130_na	39751398	39751398	original sample frame
HQ3130	LIMZNH0092_3130_aom	LIMZNH0092	3130_aom	25104102	25104102	original sample frame
HQ3130	LIMZNH0092_3130_na	LIMZNH0092	3130_na	25104102	25104102	watersurfaces_hab_v4
HQ3130	LIMZNH0095_3130_na	LIMZNH0095	3130_na	42901174	42901174	original sample frame
HQ3130	LIMZNH0098_3130_na	LIMZNH0098	3130_na	1662646	1662646	original sample frame
HQ3130	LIMZNH0099_3130_aom	LIMZNH0099	3130_aom	48303846	48303846	original sample frame
HQ3130	LIMZNH0099_3130_na	LIMZNH0099	3130_na	48303846	48303846	watersurfaces_hab_v4
HQ3130	LIMZNH0100_3130	LIMZNH0100	3130	24513234	24513234	watersurfaces_hab_v4
HQ3130	LIMZNH0100_3130_na	LIMZNH0100	3130_na	24513234	24513234	watersurfaces_hab_v4
HQ3130	LIMZNH0102_3130_na	LIMZNH0102	3130_na	44785334	44785334	original sample frame
HQ3130	LIMZNH0105_3130_aom	LIMZNH0105	3130_aom	20909798	20909798	original sample frame
HQ3130	LIMZNH0105_3130_na	LIMZNH0105	3130_na	20909798	20909798	watersurfaces_hab_v4
HQ3130	LIMZNH0106_3130_na	LIMZNH0106	3130_na	42950326	42950326	original sample frame
HQ3130	LIMZNH0109_3130_na	LIMZNH0109	3130_na	26959542	26959542	original sample frame
HQ3130	LIMZNH0111_3130_aom	LIMZNH0111	3130_aom	32202422	32202422	watersurfaces_hab_v4
HQ3130	LIMZNH0111_3130_na	LIMZNH0111	3130_na	32202422	32202422	original sample frame
HQ3130	LIMZNH0112_3130_aom	LIMZNH0112	3130_aom	24415974	24415974	original sample frame
HQ3130	LIMZNH0132_3130_aom	LIMZNH0132	3130_aom	54464230	54464230	original sample frame
HQ3130	LIMZNH0133_3130_aom	LIMZNH0133	3130_aom	17522358	17522358	watersurfaces_hab_v4
HQ3130	LIMZNH0133_3130_na	LIMZNH0133	3130_na	17522358	17522358	original sample frame
HQ3130	LIMZNH0144_3130_na	LIMZNH0144	3130_na	40672950	40672950	original sample frame
HQ3130	LIMZNH0146_3130_na	LIMZNH0146	3130_na	60726966	60726966	original sample frame
HQ3130	LIMZNH0152_3130_aom	LIMZNH0152	3130_aom	13999798	13999798	watersurfaces_hab_v4
HQ3130	LIMZNH0152_3130_na	LIMZNH0152	3130_na	13999798	43359926	original sample frame
HQ3130	LIMZNH0161_3130_na	LIMZNH0161	3130_na	46489270	46489270	original sample frame
HQ3130	LIMZNH0163_3130_na	LIMZNH0163	3130_na	28876470	28876470	original sample frame
HQ3130	LIMZNH0169_3130_na	LIMZNH0169	3130_na	14393014	14393014	original sample frame
HQ3130	LIMZNH0171_3130_na	LIMZNH0171	3130_na	40459958	40459958	original sample frame
HQ3130	LIMZNH0174_3130_aom	LIMZNH0174	3130_aom	50634422	50634422	watersurfaces_hab_v4
HQ3130	LIMZNH0174_3130_na	LIMZNH0174	3130_na	50634422	50634422	original sample frame
HQ3130	LIMZNH0176_3130_aom	LIMZNH0176	3130_aom	63135414	63135414	original sample frame
HQ3130	LIMZNH0177_3130_na	LIMZNH0177	3130_na	46321334	46321334	original sample frame
HQ3130	LIMZNH0185_3130_na	LIMZNH0185	3130_na	52154038	52154038	original sample frame
HQ3130	LIMZNH0187_3130_aom	LIMZNH0187	3130_aom	8036022	8036022	original sample frame
HQ3130	LIMZNH0187_3130_na	LIMZNH0187	3130_na	8036022	8036022	watersurfaces_hab_v4
HQ3130	LIMZNH0188_3130_na	LIMZNH0188	3130_na	37658294	37658294	original sample frame
HQ3130	LIMZNH0189_3130_na	LIMZNH0189	3130_na	3497654	3497654	original sample frame
HQ3130	LIMZNH0199_3130_aom	LIMZNH0199	3130_aom	6229734	6229734	original sample frame
HQ3130	LIMZNH0199_3130_na	LIMZNH0199	3130_na	6229734	6229734	watersurfaces_hab_v4
HQ3130	LIMZNH0203_3130_aom	LIMZNH0203	3130_aom	58396390	58396390	original sample frame
HQ3130	LIMZNH0203_3130_na	LIMZNH0203	3130_na	58396390	58396390	watersurfaces_hab_v4
HQ3130	LIMZNH0206_3130_na	LIMZNH0206	3130_na	63610550	63610550	assessments monitoring cycle 1
HQ3130	LIMZNH0209_3130_na	LIMZNH0209	3130_na	24731318	24731318	original sample frame
HQ3130	LIMZNH0216_3130_na	LIMZNH0216	3130_na	55926454	55926454	original sample frame
HQ3130	LIMZNH0218_3130_na	LIMZNH0218	3130_na	6475446	6475446	original sample frame
HQ3130	LIMZNH0221_3130_na	LIMZNH0221	3130_na	24092342	24092342	original sample frame
HQ3130	LIMZNH0223_3130_na	LIMZNH0223	3130_na	38575798	38575798	original sample frame
HQ3130	LIMZNH0224_3130_na	LIMZNH0224	3130_na	22765238	22765238	original sample frame
HQ3130	LIMZNH0225_3130_na	LIMZNH0225	3130_na	37818086	37818086	assessments monitoring cycle 1
HQ3130	LIMZNH0226_3130_na	LIMZNH0226	3130_na	62693046	62693046	original sample frame
HQ3130	LIMZNH0233_3130_aom	LIMZNH0233	3130_aom	45571766	45571766	original sample frame
HQ3130	LIMZNH0238_3130_aom	LIMZNH0238	3130_aom	23633590	23633590	assessments monitoring cycle 1
HQ3130	LIMZNH0238_3130_na	LIMZNH0238	3130_na	23633590	23633590	original sample frame
HQ3130	LIMZNH0240_3130_aom	LIMZNH0240	3130_aom	10591926	10591926	original sample frame
HQ3130	LIMZNH0241_3130_na	LIMZNH0241	3130_na	60542646	60542646	original sample frame
HQ3130	LIMZNH0245_3130_na	LIMZNH0245	3130_na	58760886	58760886	original sample frame
HQ3130	LIMZNH0265_3130	LIMZNH0265	3130	62283446	62283446	watersurfaces_hab_v4
HQ3130	LIMZNH0265_3130_na	LIMZNH0265	3130_na	62283446	62283446	watersurfaces_hab_v4
HQ3130	LIMZNH0274_3130_na	LIMZNH0274	3130_na	50028214	50028214	original sample frame
HQ3130	LIMZNH0276_3130_na	LIMZNH0276	3130_na	1662646	1662646	original sample frame
HQ3130	LIMZNH0279_3130_na	LIMZNH0279	3130_na	18439862	18439862	original sample frame
HQ3130	LIMZNH0282_3130_na	LIMZNH0282	3130_na	36216502	36216502	original sample frame
HQ3130	LIMZNH0284_3130_na	LIMZNH0284	3130_na	32022198	32022198	original sample frame
HQ3130	LIMZNH0288_3130_na	LIMZNH0288	3130_na	53386934	53386934	original sample frame
HQ3130	LIMZNH0291_3130_na	LIMZNH0291	3130_na	29712054	29712054	original sample frame
HQ3130	LIMZNH0292_3130_na	LIMZNH0292	3130_na	62824118	62824118	original sample frame
HQ3130	LIMZNH0297_3130_aom	LIMZNH0297	3130_aom	60755686	60755686	original sample frame
HQ3130	LIMZNH0297_3130_na	LIMZNH0297	3130_na	60755686	60755686	watersurfaces_hab_v4
HQ3130	LIMZNH0299_3130_na	LIMZNH0299	3130_na	8167094	8167094	original sample frame
HQ3130	LIMZNH0303_3130_na	LIMZNH0303	3130_na	39624374	39624374	original sample frame
HQ3130	LIMZNH0312_3130_aom	LIMZNH0312	3130_aom	55092946	55092946	original sample frame
HQ3130	LIMZNH0315_3130_aom	LIMZNH0315	3130_aom	20473554	20473554	original sample frame
HQ3130	LIMZNH0317_3130_aom	LIMZNH0317	3130_aom	56665810	56665810	original sample frame
HQ3130	LIMZNH0333_3130_aom	LIMZNH0333	3130_aom	26371794	26371794	original sample frame
HQ3130	LIMZNH0334_3130_aom	LIMZNH0334	3130_aom	35301074	35301074	original sample frame
HQ3130	LIMZNH0347_3130_aom	LIMZNH0347	3130_aom	13149906	13149906	original sample frame
HQ3130	LIMZNH0348_3130_aom	LIMZNH0348	3130_aom	40412882	40412882	original sample frame
HQ3130	LIMZNH0351_3130_aom	LIMZNH0351	3130_aom	33450706	33450706	original sample frame
HQ3130	LIMZNH0360_3130_aom	LIMZNH0360	3130_aom	28354258	28354258	original sample frame
HQ3130	LIMZNH0363_3130_aom	LIMZNH0363	3130_aom	10135250	10135250	original sample frame
HQ3130	LIMZNH0366_3130_aom	LIMZNH0366	3130_aom	20735698	20735698	original sample frame
HQ3130	LIMZNH0368_3130_aom	LIMZNH0368	3130_aom	29517522	29517522	original sample frame
HQ3130	LIMZNH0372_3130_aom	LIMZNH0372	3130_aom	21432018	21432018	original sample frame
HQ3130	LIMZNH0373_3130_aom	LIMZNH0373	3130_aom	32286418	32286418	original sample frame
HQ3130	LIMZNH0374_3130_aom	LIMZNH0374	3130_aom	8169170	8169170	original sample frame
HQ3130	LIMZNH0385_3130_aom	LIMZNH0385	3130_aom	32380626	32380626	original sample frame
HQ3130	LIMZNH0389_3130_aom	LIMZNH0389	3130_aom	13788882	13788882	original sample frame
HQ3130	LIMZNH0390_3130_aom	LIMZNH0390	3130_aom	32900818	32900818	original sample frame
HQ3130	LIMZNH0392_3130_na	LIMZNH0392	3130_na	15716022	15716022	original sample frame
HQ3130	LIMZNH0400_3130_na	LIMZNH0400	3130_na	14667446	14667446	original sample frame
HQ3130	LIMZNH0429_3130_aom	LIMZNH0429	3130_aom	52416230	52416230	watersurfaces_hab_v4
HQ3130	LIMZNH0430_3130_aom	LIMZNH0430	3130_aom	13094630	13094630	watersurfaces_hab_v4
HQ3130	LIMZNH0430_3130_na	LIMZNH0430	3130_na	13094630	13094630	watersurfaces_hab_v4
HQ3130	LIMZNH0431_3130	LIMZNH0431	3130	45141734	45141734	watersurfaces_hab_v4
HQ3130	LIMZNH0431_3130_na	LIMZNH0431	3130_na	45141734	45141734	watersurfaces_hab_v4
HQ3130	LIMZNH0432_3130_aom	LIMZNH0432	3130_aom	5033702	5033702	original sample frame
HQ3130	LIMZNH0432_3130_na	LIMZNH0432	3130_na	5033702	5033702	assessments monitoring cycle 1
HQ3130	LIMZNH0436_3130_aom	LIMZNH0436	3130_aom	17796838	17796838	watersurfaces_hab_v4
HQ3130	LIMZNH0437_3130_aom	LIMZNH0437	3130_aom	47924946	47924946	watersurfaces_hab_v4
HQ3130	LIMZNH0442_3130_aom	LIMZNH0442	3130_aom	44869330	44869330	original sample frame
HQ3130	LIMZNH0444_3130_aom	LIMZNH0444	3130_aom	53913298	37136082	original sample frame
HQ3130	LIMZNH0445_3130_aom	LIMZNH0445	3130_aom	40281810	40281810	original sample frame
HQ3130	LIMZNH0446_3130_aom	LIMZNH0446	3130_aom	35038930	35038930	original sample frame
